03/01/19;11:55;00,0;
03/01/19;11:56;00,0;
03/01/19;11:57;25,4;
03/01/19;11:58;25,3;
03/01/19;11:59;25,3;
03/01/19;12:00;25,3;
03/01/19;12:01;25,2;
03/01/19;12:02;25,2;
03/01/19;12:03;00,0;
03/01/19;12:04;25,1;
03/01/19;12:05;25,0;
03/01/19;12:07;25,0;
03/01/19;12:08;24,9;
03/01/19;12:10;24,9;
03/01/19;12:11;24,9;
03/01/19;12:31;24,3;
03/01/19;12:53;26,0;
03/01/19;13:13;25,0;
03/01/19;13:33;24,4;
03/01/19;13:53;26,6;
03/01/19;14:13;25,1;
03/01/19;14:33;24,5;
03/01/19;14:53;26,7;
03/01/19;15:13;25,2;
03/01/19;15:33;24,6;
03/01/19;15:53;27,1;
03/01/19;16:13;25,3;
03/01/19;16:33;24,5;
03/01/19;16:53;26,4;
03/01/19;17:13;25,1;
03/01/19;17:33;25,2;
03/01/19;17:53;25,8;
03/01/19;18:13;24,9;
03/01/19;18:33;24,5;
03/01/19;18:53;26,5;
03/01/19;19:14;25,1;
03/01/19;19:34;24,4;
03/01/19;19:54;26,2;
03/01/19;20:14;24,9;
03/01/19;20:34;26,9;
03/01/19;20:54;25,4;
03/01/19;21:14;24,7;
03/01/19;21:34;27,1;
03/01/19;21:54;25,4;
03/01/19;22:14;24,5;
03/01/19;22:34;26,4;
03/01/19;22:54;25,1;
03/01/19;23:14;24,4;
03/01/19;23:34;26,2;
03/01/19;23:54;25,0;
04/01/19;00:14;25,9;
04/01/19;00:34;25,7;
04/01/19;00:54;24,7;
04/01/19;01:14;24,4;
04/01/19;01:34;25,9;
04/01/19;01:54;24,7;
04/01/19;02:14;27,5;
04/01/19;02:34;25,3;
04/01/19;02:54;24,4;
04/01/19;03:14;26,7;
04/01/19;03:35;25,1;
04/01/19;03:55;24,4;
04/01/19;04:15;26,5;
04/01/19;04:35;25,0;
04/01/19;04:55;24,2;
04/01/19;05:15;26,2;
04/01/19;05:35;24,9;
04/01/19;05:55;24,3;
04/01/19;06:15;27,1;
04/01/19;06:35;25,0;
04/01/19;06:55;24,2;
04/01/19;07:15;26,1;
04/01/19;07:35;24,6;
04/01/19;07:55;24,6;
04/01/19;08:15;25,5;
04/01/19;08:35;24,4;
04/01/19;08:55;26,0;
04/01/19;09:15;25,7;
04/01/19;09:35;24,8;
04/01/19;09:55;24,3;
04/01/19;10:15;25,8;
04/01/19;10:35;24,7;
04/01/19;10:55;00,0;
04/01/19;11:15;25,6;
04/01/19;11:35;24,5;
04/01/19;11:55;27,1;
04/01/19;12:15;25,2;
04/01/19;13:03;25,4;
04/01/19;13:23;24,5;
04/01/19;13:43;25,5;
04/01/19;14:03;25,6;
04/01/19;14:23;24,7;
04/01/19;14:43;25,7;
04/01/19;15:03;26,1;
04/01/19;15:23;24,8;
04/01/19;15:43;25,3;
04/01/19;16:03;25,6;
04/01/19;16:23;24,6;
04/01/19;16:43;24,4;
04/01/19;17:03;26,8;
04/01/19;17:23;25,3;
04/01/19;17:43;24,5;
04/01/19;18:03;27,5;
04/01/19;18:23;25,4;
04/01/19;18:43;24,5;
04/01/19;19:03;26,2;
04/01/19;19:24;24,8;
04/01/19;19:44;27,5;
04/01/19;20:04;25,3;
04/01/19;20:24;24,5;
04/01/19;20:44;26,5;
04/01/19;21:04;25,6;
04/01/19;21:24;24,7;
04/01/19;21:44;24,3;
04/01/19;22:04;26,0;
04/01/19;22:24;25,0;
04/01/19;22:44;24,5;
04/01/19;23:04;27,1;
04/01/19;23:24;25,7;
04/01/19;23:44;25,2;
05/01/19;00:04;25,6;
05/01/19;00:24;26,5;
05/01/19;00:44;25,4;
05/01/19;01:04;25,0;
05/01/19;01:24;27,3;
05/01/19;01:44;25,5;
05/01/19;02:04;24,8;
05/01/19;02:24;27,8;
05/01/19;02:45;25,6;
05/01/19;03:05;24,8;
05/01/19;03:25;25,5;
05/01/19;03:45;25,7;
05/01/19;04:05;24,7;
05/01/19;04:25;24,2;
05/01/19;04:45;26,3;
05/01/19;05:05;25,0;
05/01/19;05:25;24,3;
05/01/19;05:45;26,6;
05/01/19;06:05;25,1;
05/01/19;06:25;24,5;
05/01/19;06:45;27,5;
05/01/19;07:05;25,4;
05/01/19;07:25;24,6;
05/01/19;07:45;25,5;
05/01/19;08:05;25,8;
05/01/19;08:25;25,5;
05/01/19;08:45;25,5;
05/01/19;09:05;27,4;
05/01/19;09:25;25,1;
05/01/19;09:45;24,1;
05/01/19;10:05;25,8;
05/01/19;10:25;24,5;
05/01/19;10:45;24,0;
05/01/19;11:06;26,3;
05/01/19;11:26;24,6;
05/01/19;11:46;27,4;
05/01/19;12:06;25,1;
05/01/19;12:26;24,2;
05/01/19;12:46;27,1;
05/01/19;13:06;24,8;
05/01/19;13:26;26,9;
05/01/19;13:46;25,1;
05/01/19;14:06;25,7;
05/01/19;14:26;25,5;
05/01/19;14:46;24,3;
05/01/19;15:06;26,2;
05/01/19;15:26;24,6;
05/01/19;15:46;27,4;
05/01/19;16:06;25,2;
05/01/19;16:26;24,1;
05/01/19;16:46;26,3;
05/01/19;17:07;24,6;
05/01/19;17:27;27,2;
05/01/19;17:47;25,3;
05/01/19;18:07;24,3;
05/01/19;18:27;27,4;
05/01/19;18:47;25,1;
05/01/19;19:07;24,1;
05/01/19;19:27;25,9;
05/01/19;19:47;24,7;
05/01/19;20:07;24,0;
05/01/19;20:27;26,0;
05/01/19;20:47;24,7;
05/01/19;21:07;25,9;
05/01/19;21:27;25,6;
05/01/19;21:47;24,7;
05/01/19;22:07;24,3;
05/01/19;22:27;26,4;
05/01/19;22:47;25,1;
05/01/19;23:08;24,4;
05/01/19;23:28;27,1;
05/01/19;23:48;25,2;
06/01/19;00:08;24,5;
06/01/19;00:28;27,5;
06/01/19;00:48;25,4;
06/01/19;01:08;24,6;
06/01/19;01:28;25,2;
06/01/19;01:48;25,7;
06/01/19;02:08;24,8;
06/01/19;02:28;24,3;
06/01/19;02:48;26,5;
06/01/19;03:25;24,5;
06/01/19;03:45;27,6;
06/01/19;04:05;25,4;
06/01/19;04:25;24,5;
06/01/19;04:45;27,4;
06/01/19;05:05;25,3;
06/01/19;05:25;24,5;
06/01/19;05:45;25,9;
06/01/19;06:05;25,5;
06/01/19;06:25;24,5;
06/01/19;06:45;27,5;
06/01/19;07:05;25,1;
06/01/19;07:25;24,3;
06/01/19;07:45;26,5;
06/01/19;08:05;24,8;
06/01/19;08:25;27,0;
06/01/19;08:45;25,3;
06/01/19;09:06;24,3;
06/01/19;09:26;26,7;
06/01/19;09:46;24,7;
06/01/19;10:06;27,3;
06/01/19;10:26;25,1;
06/01/19;10:46;24,2;
06/01/19;11:06;26,6;
06/01/19;11:26;24,5;
06/01/19;11:46;26,4;
06/01/19;12:06;24,5;
06/01/19;12:26;26,6;
06/01/19;12:46;24,6;
06/01/19;13:06;26,8;
06/01/19;13:26;24,7;
06/01/19;13:46;27,4;
06/01/19;14:06;25,1;
06/01/19;14:26;25,3;
06/01/19;14:46;25,6;
06/01/19;15:06;24,4;
06/01/19;15:27;27,1;
06/01/19;15:47;25,1;
06/01/19;16:07;24,3;
06/01/19;16:27;25,9;
06/01/19;16:47;24,5;
06/01/19;17:07;26,9;
